	context_id	word	gold_sense_id	predict_sense_id	positions	context
2048	4122	жалоба		3	15-22	Многочисленные жалобы граждан
2049	4123	жалоба		4	36-43	Партийный ярыжка накатал на Рубцова жалобы во все инстанции
2050	4124	жалоба		4	119-127	Гомеопатия, как мы уже говорили, не профилактическая медицина. Сюда редко приходят просто так. Почти всегда приходят с жалобой
2051	4125	жалоба		1	0-7	Жалобы больного сводятся в общем к частым, но неглубоким колебаниям настроения и общей нервности
2052	4126	жалоба		3	0-7	жалобы населения
2053	4127	жалоба		4	85-92	Когда его спрашивают, как получил он столько званий, ответ – неопределенная улыбка и жалобы на дурные времена
2054	4128	жалость		0	82-91	Намерение устроить пути сообщения занимало Петра в конце жизни […]. Но государь с жалостью замечал, что все делалось не так, как он хотел и предписывал
2055	4129	жалость		0	88-96	Она никогда не позволяла себе раздражаться, делала все – терпеливо, внимательно, но без жалости, с каменной душой
2056	4130	жалость		0	71-80	Впервые она увидела его смятенным, напуганным, сердце ее переполнилось жалостью к нему, она любила его еще сильней
2057	4131	жалость		0	39-47	Любовь пришла позже, ей предшествовала жалость, затопившая Андрея в тот день, когда Алю привезли из роддома, без ребенка
2058	4132	жалость		0	0-8	жалость к больному животному
2059	4133	жалость		0	37-45	Когда я вижу сломанные крылья, / Нет жалости во мне, и неспроста: / Я не люблю насилья и бессилья
2060	4134	жалость		0		что инфекция прилипала ко мне всего лишь раз в году!
2061	4135	жалость		0	72-80	Не могу я тебя пожалеть! – еще грознее заорал Захар, почувствовав вдруг жалость и нежность к старухе, – Вставай, говорят тебе!
2062	4136	жалость		2	11-19	Плакать от жалости
2063	4137	жалость		0	69-78	Старая неприязнь к крестьянскому миру всплыла в нем и перемешалась с жалостью к тому лесному добру, […] что может еще погибнуть
2064	4138	жалость		0	0-8	Жалость какая. Единственное приключение в жизни, да и то проспала
2065	4139	жалость		0	148-156	Лежишь себе в постели, когда остальные дети мучаются в классе над столбиками, читаешь Майн Рида и Дюма, ешь мандарины и шоколадки. […] Единственная жалость
2066	4140	жалость		0	41-49	Ах, он не сможет прийти, он занят, какая жалость
2067	4141	жалость		0	10-19	Хозяйка с жалостью проводила глазами последний кусок торта
2068	4142	жалость		1	6-14	Какая жалость, что вы разминулись!
2069	4143	жалость		0	91-99	Всякий люд встречался среди беженцев. Одни прибеднялись, ходили в лохмотьях, чтобы вызвать жалость. Другие, наоборот, наряжались в золото и приписывали себе научные звания
2070	4144	жар		2	12-16	В чешуе как жар горя тридцать три богатыря
2071	4145	жар		0	51-57	Тогда она, наверное, и привыкла стоять, обдаваемая жаром печи, словно металлург
2072	4146	жар		3	36-40	В этой напрасной борьбе я истощил и жар души, и постоянство воли, необходимое для действительной жизни
2073	4147	жар		2	11-17	Иссушенная жаром земля ждала дождя
2074	4148	жар		0	66-70	Да не сплоховала Марья: опустила лучинку в золото. А лучинка, как жар, горит
2075	4149	жар		0	14-20	Пирожки пышут жаром
2076	4150	жар		2	41-45	Солнце уже снижалось над Лысой Горой, но жар еще был невыносим, и солдаты в обоих оцеплениях страдали от него
2077	4151	жар		0	38-43	А потом уже дожаривать мясо в меньшем жару, каждые 10 минут поливая его стекающим соком и прокалывая, сверху вниз, двумя шпиковками или вилкой
2078	4152	жар		3	9-13	Страсть, жар души, вдохновение – вот что превращает привычную дыру в столе в темную пещеру, а обыкновенные щипцы для орехов – в Щелкунчика
2079	4153	жар		0	14-18	От костра шел жар
2080	4154	жар		1	0-4	Жар снять не удавалось никакими лекарствами
2081	4155	жар		1	67-73	На кожаных подушках и на полу сидят молодые русские американцы и с жаром говорят о проблемах своей страны: о расовых отношениях, об охране среды обитания, об очередном кризисе в кино
2082	4156	жар		0	57-61	В комнату вошла девушка и, раздвинув головешки, нагребла жар и вбросила туда чугунную жаровню
2083	4157	жар		0	37-43	Форму поставить в духовку со средним жаром и выпекать до образования на поверхности бабы золотистой корочки
2084	4158	жар		3	26-30	В его сердце еще не остыл жар молодости
2085	4159	жар		0	55-60	Он вынул из костра горящую ветку, прикурил, жмурясь от жара
2086	4160	жар		1	49-55	Никем не перебиваемый Иван говорил все с большим жаром и убедительностью
2087	4161	жар		3	69-74	Он не знает ничего, что со мной произошло, и думает, что я все еще в жару страсти, оттого и надеется, пишет
2088	4162	жар		0	45-50	Выпекать в духовом шкафу 40 минут на среднем жару
2089	4163	жар		1	61-67	Говорил картинно, хотя и суховато, просто и четко, с великим жаром убежденности
2090	4164	жар		1	6-10	Когда жар спадал и мы открывали окно, часть моря, видная из него между кипарисов […] имела цвет фиалки
2091	4165	жар		1	93-98	Слушали они его как будто с интересом, но трепетного волнения у них не было, а без душевного жара ничто ценное создано быть не может
2092	4166	жар		1	142-146	Она казалась гораздо моложе своих лет, что бывает почти всегда с женщинами, сохранившими ясность духа, свежесть впечатлений и честный, чистый жар сердца до старости
2093	4167	жар		0	16-20	Бабушка сгребла жар в кучу и поставила на нее чугунок
2094	4168	жар		1	0-4	Жар быстро спадал, и если оба продолжали еще долго лениво отругиваться, то это делалось больше для порядка, для сохранения «лица»
2095	4169	жар		0	32-37	На краю плиты томится на слабом жару в ожидании кипятка, испуская благостный дух, приготовленная заварка
2096	4170	жар		2	49-53	Накалившиеся за день стены немилосердно излучали жар
2097	4171	жар		0	25-29	Я открыл дверцу, так что жар начал обжигать мне лицо и руки
2098	4172	жар		2	15-19	Надо уменьшить жар, а то задохнемся
2099	4173	жар		2	22-27	Путники изнемогали от жара
2100	4174	жар		3	0-4	Жар страсти
2101	4175	жар		1	17-21	К вечеру начался жар и появились высыпания
2102	4176	жар		0	28-32	Утром хмурый Аким подгребал жар под ведро с остатками ухи и под чайник
2103	4177	жар		2	43-47	Кто назовет аморальным – болото, вьюгу или жар пустыни?
2104	4178	жар		3	41-46	Требовать у него вдохновения, сердечного жара, новаторства, страсти – все равно, что требовать их у вяленой воблы
2105	4179	жар		2	9-13	Буду и в жар я полдневный / Биться и в холод ночной сторожить
2106	4180	жар		0	31-35	Он будто сдунул пепел с углей, жар вспыхнул, красноватые отсветы побежали по его бледно-желтому лицу
2107	4181	жар		0	27-31	Костер разгорался туго, но жар его охватил мое лицо, пар пошел от мокрой телогрейки
2108	4182	жар		0	45-51	Огромное жерло кратера, которое обычно пышет жаром, оказалось холодным, а края теплыми
2109	4183	жар		1	34-40	Но Аркаша […] начал ей с пылом, с жаром объяснять, что нуль – не пустота, а важнейшая величина
2110	4184	железо		1	108-115	А в эркере, спиной к двери, стояло инвалидное кресло на колесах, нескладное, больничное, крашенное белым по железу
2111	4185	железо		6	27-34	Выяснилось: у нее нехватка железа, анемия. Надо бороться за повышение гемоглобина
2112	4186	железо		6	30-37	В киви много железаВ организм железо поступает с пищей (мясо, рыба, овощи, фрукты)
2113	4187	железо		3	46-53	В это время человек научился делать орудия из железа
2114	4188	железо		7	18-25	реакция окисления железа
2115	4189	железо		5	102-109	Фабричные крали все: […] всякие нужные в домашнем хозяйстве железки – от гайки до насосов и листового железа
2116	4190	железо		0	0-7	Железо быстро ржавеет
2117	4191	железо		2	2-10	С железом здесь проблем нет, надо Windows переустановить
2118	4192	железо		6	0-7	Железо – важный микроэлемент
2119	4193	железо		6	51-58	Тебе надо бывать на солнце, пить молоко, принимать железо, есть яйца, проделывать гимнастику
2120	4194	железо		7	19-26	Молекулярная масса железа
2121	4195	железо		3	3-10	По железу у нас другой мастер, я по софту
2122	4196	железо		4	16-23	Не прикасайся к железу на морозе
2123	4197	железо		0	113-120	А может быть, он [ключ] вообще обронен здесь не так давно каким-нибудь рассеянным туристом – при здешней сырости железо ржавело быстро
2124	4198	железо		5	8-15	Чугун – железо с примесью углерода
2125	4199	железо		1	62-70	Двухэтажное строение стояло покинутое, окна забиты кровельным железом, но облупившийся фасад сиял былой роскошью
2126	4200	железо		1	58-65	Спина каменная, лопатки сдвинула, вся как неживая, как из железа сделанная
2127	4201	жемчуг		1	12-19	Драгоценный жемчуг обвивал ее стройную шею
2128	4202	жемчуг		6	8-17	расшить жемчугом,
2129	4203	жемчуг		1	108-118	Вижу одну, высокую, лихорадочную, сплошь танцующую, – туфелькой, пальцами, кольцами, соболиными хвостиками, жемчугами
2130	4204	жемчуг		0	28-35	Искусственный и натуральный жемчуг протирают мягкой фланелевой тряпочкой
2131	4205	жемчуг		1	0-7	Жемчуг трогательно обвился вокруг ее тонкой шейки
2132	4206	жемчуг		5	10-17	Я не ношу жемчуг
2133	4207	жемчуг		1	135-143	На стенах висели его фотографии в ролях, […] мужчины в пенсне и манишках, дамы в шляпах с перьями, с голыми плечами и толстыми нитками жемчуга
2134	4208	жемчуг		0	103-111,162-169	После смерти Сашиной бабушки она [Марья] буквально выхватила у меня полученную мною в наследство нитку жемчуга, и долго торговалась, утверждая, что мне все равно жемчуг носить не по чину
2135	4209	жемчуг		0	85-92	Уже с начала XX века пусть и менее качественный, но зато более дешевый искусственный жемчуг начал вытеснять с рынка натуральный
2136	4210	жемчуг		6	17-24	Морской и речной жемчуг
2137	4211	жемчуг		2	17-26	Дама в роскошных жемчугах
2138	4212	жемчуг		4	6-14	Нитка жемчуга
2139	4213	жемчуг		0	45-53	Содержимое шкатулки, прелестные украшения из жемчуга и аметистов, не очень большой ценности, но чудесной работы, имело родословную: свадебный подарок прабабушке от одного из князей Юсуповых
2140	4214	жемчуг		5	12-19	Надень свой жемчуг
2141	4215	жемчуг		3	6-14	ловец жемчуга
2142	4216	жена		0	34-38	Также не должно изображать святых жен и дев с опущенными книзу глазами: дева начинает тогда опускать вниз глаза, когда явится в ней ощущение греховное; в невинности своей она глядит прямо
2143	4217	жена		0	45-51	И скоро, скоро стала эта женщина моею тайною женой
2144	4218	жена		0	9-14	Не такую жену хотела она своему Саше
2145	4219	жена		0	148-154	Это замечательный образ; это говорит о том, Какова была Та, к Которой обратился ангел с этим дивным, но и страшным приветствием: Благословенна Ты в женах!
2146	4220	жена		0	119-124	Зачастую отец испытывает настоящую жгучую ревность к крошечному существу, которое якобы сумело вытеснить его из сердца жены
2147	4221	жена		0	101-107	И, помню, книгу я открыла / И увидала в письменах / Безумный возглас Гавриила: / «Благословенна ты в женах»
2148	4222	жена		0	36-41	Да здравствуют нежные девы / И юные жены, любившие нас!
2149	4223	жена		1	79-85	Я никогда не мечтал быть машинистом, не представлял себе, что буду прощаться с женой перед долгим рейсом и говорить: «Дорогая, не волнуйся!»
2150	4224	жена		1	85-91	Немалыми усилиями сумела увлечь собой этого нестарого еще генерала и почти стала его женой
2151	4225	жена		1	20-25	Он очень любит свою жену и никогда ей не изменяет
2152	4226	жена		0	2-7	И жены и мужи следовали за Христом
2153	4227	жена		0	25-29	На чужое он не зарился и жен, дев, снующих вокруг него, не желал
2154	4228	жена		2	15-20	Она его вторая жена
2155	4229	жена		1	18-24	Он познакомился с женой на курорте
2156	4230	жена		0	104-109	Мать регулярно приезжала к нему и ко мне домой, не желая замечать откровенной неприязни моей предыдущей жены к нынешней
2157	4231	жених		0	29-37	В деревне вообще не осталось женихов
2158	4232	жених		2	18-26	Она поссорилась с женихом
2159	4233	жених		2	50-57	На свадьбе почему-то были только гости со стороны жениха
2160	4234	жених		2	21-28	Посыльный со стороны жениха отправлялся в дом родителей невесты с вестью, что сегодня вечером к ним пожалуют сваты
2161	4235	жених		0	27-33	Он ведь, наверно, выгодный жених: машина, квартира
2162	4236	жених		0	29-37	К примеру, в списке завидных женихов в США фермеры стоят на одном из последних мест
2163	4237	жених		0	31-38	Приезжали знакомиться родители жениха: высокий, прямой, с багровым лицом генерал и маленькая генеральша в белых капроновых перчатках
2164	4238	жених		2	137-143	Светлана радовалась за сестру, улыбалась и веселилась на ее свадьбе, кричала «горько» и смотрела на гостей, видят ли они, какой красивый жених у ее сестры
2165	4239	жених		0	114-122	Однако несмотря на дядюшкину благородную внешность, служебные перспективы и, наконец, главный козырь – скудное на женихов и богатое на невест послевоенное время, с женитьбой офицеру не везло
2166	4240	жених		0	37-44	Думала, наверно, подцепить завидного жениха, только не знала, с кем имеет дело, вот и влопалась дура!
2167	4241	жених		0	48-54	Оказывается, у мамы уже был тогда парень, почти жених
2168	4242	жених		0	59-66	Сорокалетняя бухгалтерша Галина с нижнего этажа нашла себе жениха
2169	4243	жених		0	23-31	Он стал ее официальным женихом
2170	4244	жених		0	68-75	Актриса тонко передает замкнутое глухое презрение богачки к бедному жениху, потом к мужу, с которым свела ее судьба
2171	4245	жених		0	35-43	Cегодня имеется устойчивый дефицит женихов, т. е. на 11 девушек приходится примерно 10 юношей
2172	4246	жених		2	11-17	Это бывший жених моей дочери
2173	4247	жених		0	134-142,159-167	Живет генерал Хвалынский в небольшом домике, один; супружеского счастья он в своей жизни не испытал и потому до сих пор еще считается женихом, и даже выгодным женихом
2174	4248	жених		0	21-29	Список самых богатых женихов России
2175	4249	жених		1	3-11	От женихов нее не было отбоя
2176	4250	жест		4	66-72	Спиваков каждый день приходил к роддому и пытался языком мимики и жеста что-то мне объяснить, а я в окне пятого этажа ничего не понимала
2177	4251	жест		1	13-18	Приглашающий жест
2178	4252	жест		4	20-25	Она махнула рукой – жест был Танин, не воспроизводимый никем другим
2179	4253	жест		2	27-32	Это не более, чем красивый жест
2180	4254	жест		0	9-14	Ответный жест нашего правительства
2181	4255	жест		0	141-147	Вот мэрия и решила: забрать у завода в счет долгов две машины для уборки аэродромов и подарить их Москве. В качестве, так сказать, ответного жеста
2182	4256	жест		0	13-18	протестующий жест
2183	4257	жест		4	87-93	При моем появлении он на секунду обернулся, сделал рукой некое подобие приветственного жеста и снова уткнулся в экран
2184	4258	жест		4	82-87	Хотелось всем дать понять, что мы не за этим уехали из Москвы, а когда последовал жест Горбачева – что не побежим обратно, стоит нас только пальчиком поманить
2185	4259	жест		4	88-94	Абакумов закрыл за собой дверь, но не посмел идти дальше без пригласительного кивка или жеста
2186	4260	жест		1	18-23	Он сделал широкий жест, пригласив в ресторан весь отдел
2187	4261	жест		0	11-17	В качестве жеста доброй воли советское руководство согласилось отправить в Германию осужденных за военные преступления немецких граждан
2188	4262	жест		3	10-16	суетливые жесты
2189	4263	жест		0	66-71	Володя так увлекся, что, к моему ужасу, неожиданно сделал широкий жест – предложил своему тезке составить нам компанию на борту ИЛ-18
2190	4264	жест		4	47-54	Я отпер дверь и легонько подтолкнул его вперед жестом гостеприимного хозяина
2191	4265	жизнь		8	14-20	В ней столько жизни!
2192	4266	жизнь		3	179-185	Речь пойдет, наверное, об одном из самых горячих предметов, которым сейчас занимаются не только астрономы, но и специалисты-биологи, и специалисты по происхождению, возникновению жизни
2193	4267	жизнь		9	54-60	Не торопясь женщины мыли посуду, пили чай, говорили о жизни, о детях
2194	4268	жизнь		3	19-25	Инопланетные формы жизни
2195	4269	жизнь		0	71-77	Многие горожане, и не только горожане, справедливо опасавшиеся за свою жизнь, сели на корабли и ушли в море
2196	4270	жизнь		7	7-13	Начало жизни
2197	4271	жизнь		9	46-52,197-203	Но утром 14-го дача подала, наконец, признаки жизни: у калитки остановилась «газель», и какие-то люди, невидные нам из окна, начали разгружать и перетаскивать вещиСуществовало поверье, что те, чья жизнь оборвалась преждевременно, умирали не сразу
2198	4272	жизнь		5	72-78,139-145	Я в перевоплощение не верю, но верю, что нам дано от Бога пережить нашу жизнь не раз, – не в том смысле, что вы умрете и снова вернетесь к жизни, а в том, что сейчас с вами происходит
2199	4273	жизнь		1	0-6	Жизнь очень сложно устроена. Ты еще слишком маленькая для того, чтобы все понять
2200	4274	жизнь		1	9-15	Он любил жизнь во всех ее проявлениях
2201	4275	жизнь		3	107-113	Такие благоприятные условия заставляют надеяться, что на новооткрытой планете может быть вода и даже формы жизни
2202	4276	жизнь		4	42-48	Он был доставлен в больницу без признаков жизни
2203	4277	жизнь		5	0-6	Жизнь моя! иль ты приснилась мне?
2204	4278	жизнь		3	168-174	Однако трудность формулировки аксиом биологии состоит в том, что надо не только отобрать их из многих важных биологических закономерностей, но и дать общее определение жизни и признаков живого
2205	4279	жизнь		9	190-196	Пенициллин был тогда редкостью, лечить им приходилось лишь тяжело раненных, приговоренных к смерти, и не хочется даже вспоминать, как трудно было подчас выбирать тех, кому мы могли подарить жизнь
2206	4280	жизнь		3	3-9	Ее жизнь была проста и сложна одновременно
2207	4281	жизнь		4	0-6	Жизнь переполняла его
2208	4282	жизнь		3	110-116	Религия и наука суть два способа объяснения одной и той же реальности, именно: сущности и происхождения мира, жизни, человека
2209	4283	жизнь		2	4-10	Его жизнь оказалась короткой
2210	4284	жизнь		1	3-9	Ты жизни не знаешь
2211	4285	жизнь		3	22-28	Ценность человеческой жизни
2212	4286	жизнь		9	24-30	Огрызкову отдавать свою жизнь ни за что не хотелось, он был молод и хотел жить
2213	4287	жизнь		4	0-6	Жизнь в Москве очень дорогая
2214	4288	жизнь		9	122-128	Мы просидели на кухне часа два, болтая о том, о сем, вспоминая всякую забавную ерунду из школьной и потом из студенческой жизни
2215	4289	жизнь		9	11-17	Кочевая их жизнь нехитра: готовят на костре еду или спят
2216	4290	жизнь		6	27-33	Хлопотливая, стремительная жизнь переполняет тебя, ты обдаешь нас теплыми ливнями своего добродушия, ободряешь самоуверенных хохотом
2217	4291	жизнь		2	2-8	А жизнь, трудная, тяжкая, все же куда-то – наверно-таки вперед – катилась и катилась себе
2218	4292	жизнь		3	153-159	Событие, перевернувшее мир, превратившее Землю из унылой бескислородной «планеты микробов» в царство разнообразных, удивительных и сложных «высших» форм жизни
2219	4293	жизнь		6	14-20	Вокруг кипела жизнь, но он оставался равнодушным
2220	4294	жизнь		9	62-68	Тогда же у нас в доме появилась прислуга, и вообще весь стиль жизни изменился до неузнаваемости
2221	4295	жизнь		6	17-23,207-213	В чертах у Ольги жизни нет. […] / Кругла, красна лицом она, Как эта глупая луна / На этом глупом небосклоне Он [В. Шкловский] был талантливый выдумщик, полный энергии, открытий и формулировок. В нем бурлила жизнь
2222	4296	жизнь		9	12-18	У тебя своя жизнь, у него своя
2223	4297	жизнь		3	37-43	Современные взгляды на происхождение жизни склоняются к тому, что органические вещества возникли из неорганических, но первым органическим веществом был вовсе не белок, а рибонуклеиновая кислота (РНК)
2224	4298	жизнь		6	4-10	Его жизнь была бурной
2225	4299	жизнь		9	14-20	Он провел всю жизнь в родном городе
2226	4300	жизнь		1	29-35	В Театре, как обычно, бурная жизнь. Знаешь, МХАТ еще раз разделился!
2227	4301	жизнь		3	46-52	Он понимает философию как часть эмоциональной жизни
2228	4302	жизнь		0	8-14	Есть ли жизнь на Марсе?
2229	4303	жизнь		9	0-6	Жизнь бьет ключом
2230	4304	жизнь		3	32-38	Трудно дать научное определение жизни
2231	4305	жизнь		2	0-6	Жизнь ему спас бронежилет
2232	4306	жизнь		8	33-40	Он не дорожит ни своей, ни чужой жизнью
2233	4307	жизнь		2	33-41	Водитель рисковал тремя детскими жизнями
2234	4308	жилка		0	25-31	Все сегменты усиков, все жилки на крыльях были очерчены с педантичной точностью
2235	4309	жилка		4	31-39	белая мраморная плита с синими жилками
2236	4310	жилка		0	48-54	Опущенные веки недвижимы, набухшая на лбу синяя жилка вот-вот, кажется, прорвет сухую и тонкую старческую кожу
2237	4311	жилка		0	30-36	На лбу выступила тонкая синяя жилка
2238	4312	жилка		2	84-90	А чего жду – и не знаю, и вообразить не могу; только бьется сердце да дрожит каждая жилка
2239	4313	жилка		0	24-30	На виске бьется голубая жилка
2240	4314	жилка		1	35-41,95-101,134-140	Часто можно заметить более толстую жилку, которая как бы делит собою лист пополам. Это главная жилка листа. От нее расходятся боковые жилки, которые становятся все меньше и меньше
2241	4315	жилка		1	58-64	Готовые листья должны ломаться с хрустом по самой толстой жилке
2242	4316	жилка		3	43-50	Организаторская жилкаобладать коммерческой жилкой
2243	4317	жилка		0	40-46	Жалкий такой, тощий, на лице веснушки и жилки, красные и синие, как сеточка
2244	4318	жилка		0	125-133	Изабелла, прежде чем запеть, демонстративно выдернула заколку, и сиреневая материя опала на ее плечи, обнажив шею с голубыми жилками
2245	4319	жилка		0	32-40	Коричневые крылья с поперечными жилками
2246	4320	жилка		2	125-132	Вот там, Кира Сергеевна, малиновое, – показывала мама, – яблоки не только малиновые снаружи, но и внутри у них все в розовых жилках
2247	4321	жилка		2	23-29	Живет в нем тренерская жилка, Зайцев хорошо знает, как учить технике
2248	4322	жилка		2	79-85	А вы молодец: сделали вид, что вас больше всего интересует львенок. У вас есть жилка торговца. Я бы даже сказал, талант предпринимателя
2249	4323	жилка		4	45-53	А внизу перед алтарем лежит большой камень с жилками красноватого или кровяного цвета
2250	4324	жилка		3	94-101	Автор предстал перед читающей публикой вдумчивым наблюдателем с несомненной исследовательской жилкой
2251	4325	жилка		1	26-34	Лист испещрен мельчайшими жилками
2252	4326	жилка		1	76-82	Между страницами были заложены высохшие ландыши и в тончайших переплетениях жилок кленовые листы
2253	4327	жилка		3	53-59	Кроме простодушного вида надо было иметь еще деловую жилку и море обаяния
2254	4328	жилка		4	58-66	Особенно ценится розовый агат и агат с изумрудно-зелеными жилками
2255	4329	жилка		3	26-32	У него есть артистическая жилка
2256	4330	жилка		2	52-58	Близким издавна была драгоценна в Володе комическая жилка
2257	4331	жилка		4	12-18	Красноватые жилки
2258	4332	жук		0	72-78	Мы бегали по участку, ели смородину, играли в настольный теннис, ловили жуков
2259	4333	жук		0	79-84	Бригадир Потапов – сейчас в своем черном ватнике он очень походил на солидного жука-навозника, – серьезный и хмурый
2260	4334	жук		1	21-27	Не связывайся с этим жуком, все равно ничего не получишь
2261	4335	жук		2	9-13	Навозный жук
2262	4336	жук		0	72-76	Однажды Надя, точно повторяя отцовскую интонацию, сказала о Постоеве: – Жук, бездарность, ловчила!
2263	4337	жук		2	42-47	Мы ведь как рассуждаем: сами возимся, как жуки в навозе, и думаем, что и все так
2264	4338	жук		0	28-32	Оглушительно жужжит майский жук
2265	4339	жук		3	18-24	Жесткие надкрылья жуков функционируют по принципу крыла самолета
2266	4340	жук		3	21-27	борьба с колорадским жуком
2267	4341	жук		1	5-9	Ну и жук! Сам виноват в аварии, а ухитрился не только выйти сухим из воды, но и компенсацию получить!
2268	4342	жук		1	26-30	Да и этот Кошенов тот еще жук. Нет, конечно, на прямой обман он никогда не пойдет, о каком-нибудь там сговоре с этим пацаном и речь идти не может, однако «доверяй, но проверяй»
2269	4343	жук		0	208-212	Однажды на заре […] Петр резко разбудил нас с Юрой – но не до конца, – усадил нас, спящих красавцев, перед собой и выиграл у каждого по две партии, ходя, кажется, и за нас тоже. И стал победителем. Вот такой жук
2270	4344	жук		3	10-16	коллекция жуков и бабочек
2271	4345	жук		0	12-17	Толстозадые жуки с зелеными, броневыми, нездешними спинами роют землю, точат камень, лезут в его глубь
2272	4346	жук		1	8-12	Тот еще жук оказался: просек, какая от тебя польза, и не хотел ее упускать
2273	4347	жук		0	61-67	Мы учились во вторую смену, а с утра вышли посшибать майских жуков
2274	4348	журавль		1	87-96	На Земле сейчас 5,5 миллиарда людей и всего 14 красноногих ибисов, 18 пар американских журавлей и 20 штук сейшельских зарянок
2275	4349	журавль		2	11-19	Колодезный журавль
2276	4350	журавль		1	95-103,190-198	Костя еле поспевает и должен делать большие шаги, чтобы не отстать. – Костя, не вышагивай, как журавль! Что за баловство? Далеко справа виднелся порт, где медленно, церемонно, как танцующие журавли, разворачивались погрузочные краны
2277	4351	журавль		1	0-8,26-34	журавль над колодцемскрип журавля
2278	4352	журавль		1	123-131,303-311	Изредка далеко-далеко, сквозь пелену дождя, виднелась деревенька и как будто слышалось мычание коров, лай собак, скрипение журавля на колодце – те отдаленные звуки, что слышатся в шуме дождя, когда далеко в вечернем тумане путник видит селениеДанвиц приказал повесить этого мужика тут же, на колодезном журавле
2279	4353	журавль		1	14-22	Стерх – белый журавль – обитает только в России
2280	4354	журавль		1	0-8	Журавль ходил по полю, высоко поднимая ноги
2281	4355	журавль		1	87-96,210-219	В прозрачном кубовом небе махали крыльями косяки птиц, с трубными криками плыли клинья журавлей, – провожай их, запрокинув голову, со ступеньки вагона!Уже летят к югу высоко в розовом небе быстрые треугольники журавлей с длинными вытянутыми шеями
2282	4356	журавль		0	17-25	В небе курлыкали журавли
2283	4357	журавль		2	47-55	По утрам я будто слышу, как скрипят колодезные журавли на моей неширокой улице и холодная прозрачная вода из деревянной бадьи со звоном льется в оцинкованные ведра
2284	4358	журавль		1	125-134	Мне кажется порою, что солдаты, / С кровавых не пришедшие полей, / Не в землю эту полегли когда-то, / А превратились в белых журавлей
2285	4359	журавль		1	27-35,155-163,312-321	У бани – колодец. Над ним «журавль» – преогромное бревно с грузом на одном конце и двухведерной бадьей, прицепляемой к длинному шесту, – на другом. Такие «журавли» многие столетия существовали во всех русских деревняхПронзительная прелесть родилась из этого соединения украинских белых хат, скрипящих колодезных журавлей
2286	4360	журнал		0	22-30	Редакционную политику журнала необходимо пересмотреть
2287	4361	журнал		2	46-53	Раньше в кинотеатрах перед фильмом показывали журнал, а теперь рекламные трейлеры
2288	4362	журнал		1	17-26	прихлопнуть муху журналом
2289	4363	журнал		1	13-20	сатирический журнал «Фитиль»
2290	4364	журнал		6	9-16	свернуть журнал в трубку
2291	4365	журнал		0	0-8	Журналы «Новый мир» и «Молодая гвардия» вели ожесточенную борьбу
2292	4366	журнал		4	25-33	рассматривать картинки в журнале
2293	4367	журнал		0	0-7,71-79	Журнал издается уже 30 лет«Один день Ивана Денисовича» был напечатан в журнале «Новый мир»
2294	4368	журнал		5	34-42	Сделать отметку в регистрационном журнале
2295	4369	журнал		5	33-40	Учитель не стал ставить двойку в журнал
2296	4370	журнал		3	8-15	Открыть журнал
2297	4371	журнал		0	19-27	Главным редактором журнала тогда был Твардовский
2298	4372	журнал		2	22-29	Детский телевизионный журнал «Ералаш»
2299	4373	жуть		0	65-70	И при мысли обо всем этом землемер содрогнулся от сладострастной жути
2300	4374	жуть		4	10-15	Стыдно до жути
2301	4375	жуть		0	131-136	Лишь изредка приходили к ней [плотине] сельские ребятишки – обязательно днем и большой оравой: глухие, заболоченные места наводили жуть
